pin_code,Total Schools,Total Public Schools,Total Private Schools
382445,57,22,35
382430,57,33,24
382340,57,21,36
360550,57,32,25
342015,57,12,45
341305,57,43,14
333025,57,36,21
323304,57,54,3
322238,57,40,17
322215,57,31,26
303504,57,34,23
302018,57,10,47
301704,57,33,24
283130,57,37,20
277503,57,42,15
273409,57,44,13
263633,57,53,4
250345,57,49,8
246167,57,52,5
246161,57,55,2
246128,57,49,8
233300,57,28,29
232120,57,37,20
229801,57,37,20
224171,57,40,17
212654,57,45,12
210433,57,46,11
207501,57,18,39
205302,57,36,21
202526,57,41,16
192210,57,47,10
184102,57,34,23
182127,57,45,12
175010,57,51,6
172201,57,49,8
133201,57,36,21
127309,57,47,10
125076,57,41,16
124109,57,44,13
854106,56,32,24
848506,56,40,16
843127,56,45,11
811112,56,52,4
805123,56,49,7
799285,56,50,6
799261,56,50,6
796691,56,45,11
796320,56,43,13
793022,56,34,22
788117,56,50,6
785622,56,54,2
784173,56,44,12
782141,56,50,6
782102,56,53,3
782101,56,52,4
781335,56,34,22
781330,56,43,13
585317,56,49,7
585236,56,42,14
584115,56,41,15
583282,56,34,22
583281,56,46,10
583235,56,43,13
577224,56,48,8
574241,56,38,18
574239,56,46,10
574214,56,42,14
571403,56,43,13
571236,56,45,11
562157,56,33,23
561205,56,52,4
560018,56,32,24
480554,56,54,2
470051,56,46,10
441215,56,55,1
413516,56,54,2
411002,56,43,13
402110,56,50,6
400004,56,29,27
389154,56,55,1
382765,56,48,8
382450,56,38,18
382424,56,22,34
382130,56,49,7
341304,56,31,25
332002,56,40,16
331029,56,37,19
323023,56,38,18
306502,56,37,19
305621,56,43,13
304503,56,38,18
275302,56,34,22
275105,56,37,19
271209,56,44,12
263659,56,51,5
262728,56,51,5
262555,56,54,2
262534,56,49,7
233310,56,20,36
229216,56,46,10
226501,56,31,25
226203,56,30,26
225404,56,46,10
221108,56,16,40
208005,56,19,37
202155,56,39,17
176301,56,52,4
175047,56,48,8
127029,56,44,12
851134,55,34,21
845434,55,49,6
843311,55,52,3
811103,55,51,4
798626,55,47,8
796012,55,24,31
791110,55,32,23
737106,55,38,17
670307,55,40,15
591104,55,45,10
586207,55,43,12
585291,55,45,10
584140,55,50,5
583216,55,46,9
583130,55,48,7
577556,55,45,10
577534,55,48,7
577519,55,48,7
577512,55,46,9
577419,55,54,1
573220,55,51,4
572126,55,50,5
571812,55,51,4
571123,55,52,3
571108,55,53,2
561212,55,51,4
560087,55,23,32
490021,55,35,20
474009,55,20,35
470672,55,48,7
466651,55,40,15
457333,55,45,10
445201,55,54,1
444813,55,53,2
444109,55,45,10
444004,55,29,26
443403,55,50,5
431507,55,50,5
423603,55,46,9
423402,55,47,8
421602,55,53,2
416310,55,43,12
415519,55,46,9
415506,55,50,5
415103,55,52,3
415001,55,32,23
414503,55,41,14
413703,55,50,5
413207,55,52,3
410406,55,51,4
400012,55,46,9
383410,55,45,10
382405,55,15,40
382230,55,49,6
380021,55,34,21
342028,55,46,9
341551,55,38,17
341501,55,33,22
341301,55,43,12
334022,55,29,26
333502,55,26,29
333036,55,25,30
333021,55,34,21
332315,55,41,14
327606,55,47,8
325203,55,44,11
313330,55,42,13
307027,55,26,29
306301,55,37,18
304022,55,49,6
303601,55,38,17
301407,55,28,27
263658,55,50,5
262907,55,51,4
241404,55,36,19
232328,55,30,25
221106,55,11,44
210428,55,43,12
203412,55,20,35
202282,55,35,20
202140,55,36,19
201201,55,28,27
191101,55,33,22
125106,55,46,9
841234,54,42,12
825302,54,33,21
822134,54,51,3
822102,54,33,21
812002,54,36,18
802211,54,41,13
802205,54,50,4
801307,54,50,4
797109,54,46,8
795122,54,40,14
793017,54,27,27
790101,54,49,5
784170,54,48,6
782143,54,48,6
591303,54,36,18
591218,54,47,7
581193,54,49,5
581113,54,43,11
577222,54,44,10
573124,54,49,5
572219,54,53,1
571601,54,47,7
571444,54,48,6
571438,54,33,21
571415,54,45,9
563134,54,50,4
560061,54,13,41
560057,54,13,41
560011,54,22,32
486446,54,44,10
474004,54,15,39
470004,54,26,28
461251,54,48,6
444003,54,41,13
443102,54,50,4
441805,54,51,3
441222,54,46,8
416508,54,49,5
415701,54,53,1
413302,54,48,6
402203,54,51,3
391530,54,53,1
387610,54,53,1
387530,54,47,7
365630,54,49,5
364295,54,42,12
363430,54,41,13
360405,54,37,17
343049,54,38,16
334202,54,24,30
333515,54,37,17
332601,54,35,19
326516,54,49,5
326035,54,41,13
313323,54,42,12
312207,54,44,10
281206,54,43,11
271601,54,41,13
271126,54,34,20
246471,54,45,9
225201,54,47,7
210123,54,41,13
122502,54,44,10
848131,53,45,8
822131,53,51,2
821306,53,43,10
797114,53,45,8
796190,53,43,10
788003,53,38,15
785613,53,45,8
782429,53,45,8
671321,53,33,20
591313,53,37,16
586108,53,39,14
585355,53,45,8
583128,53,49,4
581119,53,48,5
577525,53,43,10
577514,53,46,7
573218,53,51,2
572114,53,49,4
571436,53,51,2
571314,53,46,7
571311,53,48,5
571120,53,50,3
563146,53,52,1
560094,53,10,43
495452,53,32,21
495447,53,38,15
444507,53,46,7
431508,53,45,8
423206,53,44,9
422622,53,50,3
416519,53,51,2
401103,53,50,3
400079,53,27,26
400066,53,37,16
391168,53,53,0
390007,53,26,27
388210,53,49,4
384002,53,18,35
380055,53,7,46
360570,53,47,6
360515,53,44,9
342003,53,11,42
335038,53,43,10
335021,53,41,12
334801,53,35,18
334201,53,21,32
333028,53,32,21
332406,53,41,12
331505,53,33,20
331302,53,26,27
325207,53,43,10
325201,53,36,17
322212,53,39,14
321202,53,31,22
314024,53,44,9
312201,53,41,12
307515,53,36,17
305811,53,35,18
305202,53,37,16
285206,53,36,17
281005,53,38,15
277401,53,34,19
275102,53,32,21
274505,53,31,22
250609,53,31,22
246728,53,33,20
243727,53,45,8
242220,53,41,12
229202,53,48,5
224117,53,40,13
221718,53,39,14
221011,53,18,35
210341,53,36,17
210204,53,44,9
208024,53,6,47
207250,53,39,14
201302,53,24,29
192304,53,40,13
176403,53,48,5
176056,53,45,8
172114,53,50,3
171205,53,46,7
123302,53,35,18
123101,53,44,9
852212,52,46,6
844102,52,34,18
843102,52,51,1
841418,52,51,1
841237,52,41,11
841222,52,46,6
835101,52,34,18
834009,52,17,35
804420,52,52,0
802156,52,45,7
802154,52,45,7
798602,52,38,14
797106,52,37,15
796410,52,35,17
794107,52,48,4
785632,52,47,5
784163,52,45,7
673592,52,37,15
591344,52,44,8
585217,52,43,9
581102,52,43,9
577453,52,45,7
577433,52,50,2
571320,52,41,11
570004,52,30,22
563123,52,46,6
560086,52,14,38
560070,52,15,37
560027,52,22,30
495663,52,42,10
486440,52,45,7
471101,52,42,10
465335,52,35,17
457776,52,48,4
450051,52,46,6
441914,52,48,4
441908,52,44,8
440032,52,26,26
422305,52,48,4
415724,52,46,6
415539,52,40,12
415306,52,51,1
412404,52,51,1
403704,52,52,0
403703,52,50,2
402106,52,50,2
400701,52,18,34
400075,52,31,21
389265,52,49,3
388580,52,45,7
385510,52,40,12
382810,52,38,14
382481,52,11,41
370030,52,45,7
361008,52,18,34
335037,52,31,21
332702,52,33,19
332031,52,39,13
312612,52,38,14
306701,52,27,25
305401,52,32,20
277502,52,38,14
277203,52,44,8
263151,52,30,22
249405,52,36,16
226012,52,11,41
224232,52,21,31
224189,52,39,13
212215,52,16,36
209866,52,45,7
209651,52,30,22
209201,52,37,15
208013,52,8,44
208010,52,19,33
203409,52,32,20
203132,52,32,20
201009,52,10,42
176401,52,44,8
176215,52,32,20
175008,52,38,14
136035,52,44,8
132157,52,35,17
848115,51,43,8
843121,51,48,3
841313,51,43,8
841286,51,35,16
834005,51,15,36
833106,51,51,0
828114,51,29,22
825102,51,39,12
824302,51,49,2
804424,51,45,6
802160,51,38,13
802103,51,30,21
798627,51,42,9
788802,51,37,14
786188,51,38,13
786150,51,44,7
785687,51,47,4
785615,51,48,3
784524,51,46,5
781306,51,41,10
590006,51,32,19
587101,51,36,15
585323,51,45,6
584126,51,45,6
584103,51,29,22
583230,51,37,14
582201,51,33,18
577225,51,48,3
573125,51,45,6
571442,51,43,8
560056,51,10,41
473113,51,45,6
464661,51,35,16
454129,51,48,3
444005,51,24,27
443206,51,48,3
441903,51,48,3
441301,51,47,4
440010,51,30,21
431741,51,49,2
431722,51,46,5
425444,51,48,3
425417,51,48,3
424302,51,46,5
422611,51,48,3
415641,51,48,3
414501,51,50,1
414111,51,36,15
414101,51,48,3
413607,51,45,6
413503,51,43,8
413101,51,46,5
403705,51,50,1
400703,51,18,33
393030,51,46,5
388640,51,49,2
388530,51,44,7
387330,51,46,5
384330,51,42,9
380007,51,19,32
335801,51,30,21
333504,51,28,23
333501,51,35,16
327603,51,41,10
307028,51,32,19
306708,51,28,23
306422,51,34,17
305925,51,38,13
305403,51,34,17
284206,51,46,5
273008,50,11,39
271803,51,36,15
263652,51,45,6
251319,51,20,31
246442,51,42,9
230136,51,33,18
227412,51,32,19
226017,51,18,33
224202,51,28,23
223102,51,39,12
221601,51,38,13
208020,51,6,45
203209,51,31,20
202136,51,35,16
176309,51,47,4
176052,51,37,14
172002,51,44,7
136043,51,32,19
847115,50,46,4
841244,50,43,7
828307,50,32,18
828303,50,42,8
824102,50,44,6
796471,50,39,11
795129,50,34,16
793112,50,39,11
788167,50,31,19
785688,50,49,1
587314,50,24,26
587207,50,48,2
587119,50,33,17
587115,50,38,12
585237,50,45,5
583122,50,38,12
583117,50,39,11
581116,50,40,10
580030,50,15,35
577243,50,46,4
577144,50,47,3
570007,50,29,21
470229,50,31,19
464776,50,46,4
461335,50,42,8
457551,50,47,3
453331,50,15,35
440022,50,25,25
431010,50,21,29
425426,50,49,1
422010,50,36,14
416003,50,25,25
414113,50,41,9
414006,50,43,7
413509,50,48,2
402304,50,46,4
396060,50,46,4
391774,50,47,3
385210,50,35,15
364505,50,37,13
363670,50,49,1
341507,50,36,14
323614,50,42,8
322211,50,40,10
312602,50,40,10
276205,50,29,21
271203,50,42,8
262543,50,45,5
250222,50,27,23
248171,50,26,24
243726,50,30,20
241121,50,41,9
233229,50,35,15
227308,50,39,11
226205,50,2,48
225120,50,40,10
224157,50,31,19
211019,50,23,27
203402,50,35,15
175033,50,41,9
175003,50,37,13
171019,50,48,2
136044,50,30,20
127031,50,36,14
854316,49,38,11
841422,49,42,7
841421,49,43,6
841220,49,40,9
841210,49,40,9
831004,49,24,25
829101,49,35,14
828125,49,32,17
821307,49,23,26
815311,49,41,8
805102,49,44,5
803115,49,37,12
801111,49,44,5
800012,49,31,18
799256,49,45,4
799125,49,48,1
799116,49,49,0
793010,49,29,20
791111,49,32,17
788781,49,35,14
786004,49,46,3
785008,49,38,11
781020,49,26,23
737135,49,28,21
676503,49,36,13
670643,49,41,8
591301,49,47,2
591109,49,38,11
591101,49,37,12
587117,49,40,9
586129,49,43,6
585220,49,27,22
583129,49,39,10
583113,49,37,12
581108,49,38,11
577516,49,40,9
577233,49,46,3
577219,49,42,7
577138,49,46,3
577133,49,40,9
576233,49,43,6
571802,49,44,5
571419,49,39,10
571342,49,36,13
561210,49,45,4
560008,49,23,26
492009,49,18,31
486338,49,39,10
477449,49,36,13
475671,49,41,8
466118,49,34,15
466002,49,33,16
464240,49,44,5
460557,49,41,8
456313,49,33,16
445230,49,48,1
444311,49,42,7
444204,49,45,4
443304,49,47,2
440014,49,26,23
431521,49,40,9
424307,49,44,5
416504,49,44,5
416122,49,38,11
416106,49,41,8
415305,49,43,6
413518,49,48,1
413314,49,39,10
413248,49,47,2
413227,49,48,1
412801,49,38,11
412209,49,41,8
411015,49,18,31
394305,49,14,35
391107,49,45,4
387635,49,47,2
383450,49,44,5
382433,49,46,3
365430,49,36,13
364130,49,37,12
362530,49,42,7
335025,49,31,18
333033,49,36,13
332706,49,28,21
331305,49,35,14
322252,49,31,18
322026,49,41,8
313901,49,43,6
312603,49,38,11
303508,49,32,17
301415,49,38,11
283141,49,15,34
281305,49,31,18
281203,49,29,20
250106,49,45,4
248165,49,46,3
246446,49,40,9
229401,49,34,15
227131,49,36,13
225303,49,39,10
211011,49,13,36
201308,49,7,42
190010,49,20,29
185155,49,43,6
176315,49,43,6
176059,49,42,7
175023,49,42,7
175016,49,45,4
171012,49,40,9
133205,49,39,10
845404,48,33,15
828202,48,27,21
824113,48,30,18
823004,48,34,14
802209,48,45,3
799278,48,43,5
792056,48,39,9
781376,48,38,10
671541,48,31,17
671531,48,29,19
591130,48,40,8
585320,48,40,8
584127,48,42,6
583234,48,38,10
583214,48,39,9
581203,48,44,4
581187,48,48,0
577168,48,47,1
574243,48,38,10
573217,48,44,4
573212,48,48,0
572141,48,45,3
572133,48,46,2
570009,48,12,36
560075,48,13,35
560003,48,15,33
493196,48,44,4
488443,48,40,8
476228,48,47,1
466554,48,39,9
452011,48,10,38
442402,48,36,12
431810,48,41,7
431530,48,47,1
425427,48,41,7
415628,48,45,3
415308,48,44,4
414003,48,32,16
412308,48,23,25
410209,48,18,30
403406,48,46,2
401201,48,25,23
394107,48,12,36
385540,48,46,2
385530,48,43,5
382245,48,35,13
380022,48,26,22
365555,48,43,5
344027,48,41,7
332028,48,34,14
331028,48,29,19
326517,48,37,11
321601,48,24,24
321025,48,27,21
312614,48,34,14
312404,48,36,12
312027,48,38,10
304507,48,34,14
301706,48,19,29
243724,48,34,14
243636,48,35,13
230303,48,28,20
229129,48,31,17
227406,48,32,16
225119,48,32,16
222127,48,27,21
209865,48,36,12
177204,48,43,5
176303,48,43,5
176058,48,41,7
176051,48,34,14
176029,48,42,6
174310,48,44,4
174030,48,43,5
173220,48,39,9
136129,48,37,11
123303,48,36,12
122526,48,41,7
847410,47,45,2
847238,47,40,7
845440,47,44,3
841402,47,39,8
841224,47,38,9
834003,47,20,27
825336,47,32,15
814110,47,44,3
802216,47,39,8
802161,47,39,8
799290,47,42,5
799212,47,46,1
799156,47,45,2
796501,47,36,11
795003,47,25,22
788710,47,31,16
788169,47,22,25
788111,47,37,10
788013,47,34,13
782135,47,45,2
591143,47,42,5
591119,47,41,6
587102,47,26,21
585229,47,31,16
577546,47,46,1
577211,47,44,3
577146,47,44,3
574211,47,37,10
570023,47,8,39
561228,47,40,7
525412,47,8,39
490025,47,23,24
480002,47,35,12
461115,47,41,6
460665,47,37,10
456457,47,32,15
445308,47,45,2
445109,47,44,3
444110,47,43,4
442918,47,39,8
442307,47,43,4
441305,47,47,0
441111,47,27,20
422306,47,42,5
416611,47,42,5
416005,47,31,16
415520,47,46,1
413404,47,40,7
413110,47,43,4
410401,47,35,12
400028,47,31,16
400016,47,39,8
400001,47,21,26
396240,47,47,0
392210,47,41,6
389320,47,44,3
388550,47,42,5
388510,47,43,4
383462,47,42,5
383276,47,44,3
383010,47,43,4
362510,47,29,18
341516,47,34,13
341021,47,24,23
335061,47,39,8
332707,47,34,13
331301,47,30,17
305206,47,25,22
301703,47,27,20
285129,47,36,11
277201,47,32,15
273405,47,35,12
271633,47,21,26
263637,47,33,14
262530,47,39,8
243722,47,38,9
232336,47,26,21
231314,47,31,16
229810,47,42,5
229205,47,27,20
202122,47,41,6
201303,47,16,31
181145,47,41,6
176209,47,30,17
176202,47,38,9
175126,47,34,13
173215,47,42,5
171018,47,42,5
135002,47,28,19
126125,47,34,13
848133,46,40,6
847122,46,34,12
845436,46,39,7
844115,46,38,8
841216,46,36,10
841209,46,45,1
841202,46,41,5
824221,46,38,8
802111,46,39,7
797108,46,36,10
796730,46,36,10
796014,46,22,24
796007,46,25,21
781351,46,41,5
781341,46,40,6
676123,46,32,14
673542,46,41,5
591316,46,31,15
591122,46,41,5
590005,46,40,6
587121,46,34,12
586119,46,38,8
583127,46,40,6
582113,46,43,3
581350,46,36,10
581337,46,44,2
577521,46,40,6
572223,46,39,7
572136,46,44,2
562121,46,43,3
487334,46,42,4
481484,46,46,0
458778,46,37,9
444802,46,43,3
444301,46,43,3
444103,46,39,7
431707,46,43,3
431540,46,37,9
431523,46,40,6
431137,46,37,9
431118,46,34,12
425303,46,42,4
422502,46,37,9
415540,46,45,1
413710,46,39,7
413132,46,41,5
412802,46,39,7
412306,46,41,5
411019,46,20,26
403706,46,44,2
400093,46,18,28
400054,46,26,20
400019,46,31,15
395008,46,14,32
394655,46,45,1
394250,46,43,3
394163,46,45,1
383260,46,44,2
382345,46,18,28
370605,46,44,2
365650,46,39,7
364280,46,40,6
360006,46,12,34
333801,46,27,19
333707,46,32,14
331701,46,32,14
312613,46,31,15
284306,46,35,11
282009,46,36,10
263619,46,45,1
263158,46,38,8
248003,46,25,21
233228,46,25,21
232327,46,29,17
231307,46,26,20
226302,46,31,15
223227,46,33,13
222108,46,25,21
212403,46,18,28
202396,46,36,10
176027,46,34,12
176025,46,36,10
173030,46,39,7
172023,46,39,7
136021,46,30,16
124108,46,31,15
124105,46,35,11
854340,45,27,18
798629,45,39,6
792129,45,40,5
792121,45,42,3
788115,45,38,7
785667,45,40,5
737128,45,29,16
679325,45,33,12
591310,45,33,12
586216,45,38,7
585436,45,42,3
585319,45,40,5
580031,45,18,27
577597,45,42,3
577542,45,41,4
577513,45,39,6
577130,45,44,1
575003,45,20,25
572115,45,41,4
571129,45,40,5
461116,45,36,9
460005,45,41,4
454774,45,28,17
451669,45,43,2
444723,45,39,6
442703,45,40,5
442106,45,45,0
441502,45,38,7
425407,45,43,2
423213,45,38,7
423109,45,29,16
422603,45,42,3
421505,45,33,12
416121,45,35,10
415703,45,44,1
415511,45,42,3
415208,45,42,3
415106,45,38,7
415004,45,34,11
413215,45,42,3
412212,45,43,2
411057,45,19,26
411018,45,21,24
400705,45,24,21
400077,45,27,18
394651,44,42,2
394130,45,25,20
391761,45,45,0
385515,45,31,14
385410,45,30,15
362230,45,34,11
360520,45,41,4
341518,45,31,14
341030,45,30,15
333304,45,29,16
333041,45,35,10
332719,45,24,21
332711,45,26,19
332405,45,26,19
325214,45,34,11
311408,45,42,3
301403,45,28,17
301020,45,17,28
271319,45,34,11
271215,45,25,20
263138,45,42,3
262725,45,37,8
262702,45,33,12
262527,45,41,4
262309,45,25,20
250615,45,31,14
248002,45,14,31
246469,45,37,8
246127,45,41,4
245208,45,28,17
227309,45,32,13
223105,45,33,12
209841,45,26,19
203150,45,23,22
191103,45,36,9
176306,45,41,4
171214,45,40,5
171212,45,39,6
171203,45,39,6
136042,45,28,17
133302,45,29,16
125004,45,27,18
124514,45,26,19
847411,44,39,5
845107,44,40,4
844501,44,43,1
825413,42,34,8
805105,44,34,10
793006,44,22,22
791125,44,35,9
785703,44,39,5
785666,44,40,4
785663,44,42,2
781129,44,37,7
686691,44,29,15
673602,44,28,16
607402,44,34,10
587112,44,39,5
586201,44,32,12
586116,44,35,9
583213,44,37,7
583114,44,37,7
581348,44,39,5
581344,44,43,1
577112,44,36,8
563161,44,40,4
494553,44,41,3
490011,44,20,24
445106,44,43,1
444804,44,41,3
441806,44,40,4
441304,44,38,6
441223,44,41,3
441102,44,31,13
431718,44,41,3
431510,44,39,5
425110,44,36,8
421102,44,28,16
416311,44,37,7
416219,44,39,5
415315,44,41,3
415110,44,34,10
414301,44,37,7
413715,44,40,4
413510,44,34,10
413506,44,39,5
412202,44,35,9
402209,44,38,6
401104,44,18,26
400702,44,27,17
393002,44,3,41
392140,44,35,9
392130,44,38,6
388307,44,43,1
384220,44,37,7
382775,44,40,4
382325,44,26,18
370421,44,26,18
364320,44,41,3
364260,44,35,9
364060,44,36,8
362266,44,19,25
335503,44,24,20
332712,44,26,18
332312,44,27,17
325222,44,32,12
322027,44,30,14
306703,44,32,12
305927,44,33,11
305405,44,29,15
283142,44,32,12
271606,44,42,2
263640,44,42,2
262525,44,38,6
246164,44,37,7
230003,44,13,31
229302,44,34,10
226010,44,19,25
225203,44,38,6
224225,44,23,21
224146,44,24,20
209503,44,28,16
206250,44,27,17
205147,44,31,13
176083,44,33,11
175038,44,43,1
174026,44,35,9
172107,44,33,11
172102,44,40,4
136026,44,28,16
127026,44,33,11
125112,44,32,12
122414,44,37,7
854306,43,41,2
854117,43,37,6
843318,43,37,6
841204,43,39,4
828121,43,22,21
825330,43,33,10
802311,43,39,4
802202,43,40,3
802159,43,39,4
802102,43,30,13
800014,43,24,19
797105,43,31,12
797103,43,19,24
790106,43,42,1
785681,43,36,7
783381,43,40,3
783351,43,34,9
782144,43,40,3
679334,43,31,12
673507,43,39,4
670692,43,35,8
591244,43,35,8
591221,43,34,9
591217,43,33,10
590018,43,38,5
590014,43,36,7
583217,43,33,10
580025,43,19,24
577414,43,41,2
577216,43,37,6
573225,43,38,5
573215,43,39,4
572215,43,43,0
572124,43,43,0
571807,43,37,6
571446,43,39,4
571117,43,40,3
563133,43,37,6
563122,43,22,21
560035,43,14,29
484552,43,41,2
484444,43,32,11
465116,43,28,15
450554,43,31,12
444908,43,40,3
444719,43,43,0
444444,43,12,31
443308,43,37,6
442904,43,41,2
441909,43,33,10
424005,43,31,12
422210,43,37,6
416506,43,37,6
416218,43,36,7
413402,43,37,6
412114,43,11,32
412104,43,40,3
411042,43,32,11
411011,43,31,12
403507,43,33,10
396235,43,38,5
396195,43,5,38
387240,43,33,10
384335,43,39,4
380058,43,9,34
370150,43,34,9
365480,43,30,13
361120,43,33,10
360531,43,36,7
332742,43,31,12
313342,43,18,25
306303,43,28,15
305622,43,32,11
305026,43,24,19
276406,43,18,25
272270,43,35,8
272159,43,41,2
262540,43,40,3
251320,43,25,18
246723,43,26,17
230130,43,26,17
226021,43,9,34
224228,43,19,24
224206,43,24,19
209729,43,31,12
177210,43,39,4
176208,43,32,11
176204,43,38,5
176090,43,38,5
175046,43,37,6
135106,43,38,5
133203,43,35,8
124146,43,33,10
122504,43,33,10
848122,42,41,1
848102,42,32,10
847231,42,34,8
846007,42,36,6
803301,42,38,4
802116,42,28,14
799281,42,39,3
799210,42,38,4
799003,42,40,2
783121,42,30,12
781370,42,36,6
781029,42,26,16
744103,42,31,11
685612,42,39,3
671543,42,25,17
605007,42,27,15
591240,42,31,11
591108,42,33,9
586109,42,22,20
585443,42,39,3
583278,42,36,6
581403,42,42,0
577515,42,37,5
577421,42,41,1
573214,42,38,4
572220,42,37,5
571312,42,37,5
571235,42,33,9
571130,41,33,8
570016,42,13,29
560029,42,12,30
462043,42,10,32
460666,42,30,12
460553,42,34,8
458336,42,27,15
431522,42,37,5
431205,42,41,1
431117,42,27,15
425404,42,36,6
424309,42,38,4
423117,42,36,6
416614,42,40,2
415616,42,41,1
415011,42,38,4
414208,42,39,3
413529,42,41,1
413214,42,41,1
412411,42,33,9
412410,42,35,7
396590,42,38,4
396436,42,34,8
393025,42,38,4
385130,42,40,2
383440,42,41,1
383220,42,35,7
383030,42,41,1
382435,42,33,9
382425,42,22,20
364230,42,40,2
364145,42,32,10
364050,42,38,4
362263,42,32,10
334401,42,5,37
333514,42,25,17
332318,42,27,15
323613,42,25,17
322205,42,29,13
322021,42,20,22
313206,42,28,14
312021,42,18,24
307510,42,34,8
301709,42,24,18
301705,42,19,23
273014,42,18,24
272195,42,33,9
263137,42,37,5
262542,42,35,7
249401,42,18,24
249304,42,37,5
231310,42,26,16
230302,42,26,16
226016,42,10,32
225202,42,36,6
221313,42,24,18
212404,42,26,16
202413,42,28,14
202393,42,14,28
202314,42,34,8
194201,42,36,6
180011,42,25,17
175141,42,38,4
174321,42,39,3
174033,42,37,5
174032,42,37,5
131302,42,27,15
125048,42,30,12
122004,42,25,17
841287,41,28,13
841213,41,36,5
825407,41,35,6
825107,41,36,5
821309,41,36,5
803221,41,34,7
802131,41,34,7
799251,41,35,6
799008,41,35,6
796101,41,26,15
796091,41,33,8
785626,41,37,4
781339,41,37,4
737133,41,28,13
679329,41,29,12
676552,41,33,8
673572,41,30,11
591243,41,37,4
586111,41,32,9
584138,41,31,10
583220,41,35,6
583136,41,37,4
582211,41,36,5
582117,41,33,8
581340,41,40,1
581336,41,41,0
577245,41,36,5
