pin_code,Total Schools,Total Public Schools,Total Private Schools
798615,17,14,3
790114,17,9,8
784189,17,15,2
737120,17,15,2
737103,17,15,2
695584,17,11,6
695304,17,14,3
695141,17,12,5
691554,17,14,3
691532,17,15,2
691503,17,11,6
691302,17,8,9
690514,17,14,3
690504,17,11,6
688004,17,9,8
686573,17,15,2
686541,17,14,3
686514,17,12,5
685533,17,14,3
682001,17,13,4
680683,17,15,2
680567,17,15,2
680121,17,11,6
679577,17,10,7
679573,17,12,5
679552,17,9,8
679503,17,15,2
679340,17,12,5
679122,17,10,7
678631,17,13,4
678001,17,11,6
676504,17,15,2
676305,17,10,7
673582,17,12,5
673106,17,14,3
671324,17,14,3
671318,17,11,6
670721,17,14,3
670594,17,12,5
670593,17,12,5
670581,17,15,2
670007,17,12,5
605013,17,10,7
591340,17,12,5
591223,17,10,7
590011,17,6,11
587316,17,14,3
583154,17,13,4
582204,17,15,2
581316,17,16,1
580029,17,7,10
580002,17,10,7
577424,17,15,2
577160,17,17,0
575028,17,9,8
575006,17,10,7
574234,17,13,4
574232,17,16,1
574230,17,13,4
574118,17,11,6
574114,17,14,3
574107,17,14,3
574102,17,13,4
570024,17,14,3
560041,17,5,12
497127,17,17,0
486887,17,6,11
484664,17,14,3
471202,17,11,6
462018,17,7,10
461772,17,12,5
461551,17,15,2
454666,17,17,0
452018,17,3,14
451665,17,16,1
444304,17,15,2
444006,17,14,3
442105,17,11,6
441602,17,14,3
441406,17,15,2
441303,17,15,2
425113,17,16,1
424318,17,17,0
424209,17,14,3
424203,17,15,2
422222,17,11,6
416419,17,12,5
416232,17,14,3
415214,17,17,0
413713,17,12,5
413412,17,13,4
413303,17,15,2
413224,17,14,3
412110,17,15,2
411061,17,5,12
403602,17,10,7
402113,17,17,0
402102,17,17,0
401106,17,7,10
400053,17,9,8
400030,17,12,5
396475,17,14,3
396433,17,13,4
394810,17,14,3
394315,17,12,5
394125,17,10,7
393150,17,16,1
392165,17,14,3
387540,17,16,1
382850,17,13,4
382840,17,15,2
382610,17,12,5
382463,17,17,0
382422,17,15,2
382024,17,5,12
370610,17,17,0
370475,17,16,1
370455,17,16,1
362725,17,15,2
362229,17,13,4
334403,17,2,15
325209,17,12,5
322704,17,9,8
314026,17,10,7
284120,17,6,11
275206,17,0,17
272214,17,11,6
271712,17,10,7
263629,17,13,4
262908,17,9,8
262520,17,16,1
261125,17,13,4
254123,17,3,14
252321,17,11,6
248013,17,14,3
246488,17,17,0
246426,17,16,1
244227,17,8,9
242006,17,11,6
235656,17,5,12
212660,17,8,9
209505,17,12,5
201501,17,17,0
201015,17,12,5
194202,17,17,0
192213,17,13,4
182312,17,16,1
177111,17,15,2
177044,17,14,3
176501,17,17,0
176077,17,13,4
175130,17,13,4
175050,17,15,2
174314,17,16,1
172105,17,16,1
134116,17,12,5
134113,17,8,9
131403,17,13,4
131039,17,14,3
124504,17,10,7
835306,16,13,3
831018,16,6,10
829143,16,12,4
829124,16,13,3
828206,16,10,6
828103,16,8,8
827012,16,6,10
824216,16,15,1
804434,16,15,1
803216,16,13,3
801506,16,12,4
799120,16,11,5
796008,16,12,4
793107,16,10,6
793007,16,14,2
786187,16,16,0
786185,16,16,0
784150,16,16,0
784102,16,15,1
781134,16,15,1
744207,16,11,5
695523,16,10,6
695102,16,11,5
691576,16,9,7
691526,16,11,5
691333,16,9,7
690573,16,14,2
690533,16,12,4
690520,16,10,6
689101,16,11,5
686693,16,14,2
686692,16,12,4
686631,16,9,7
686577,16,14,2
686563,16,14,2
686509,16,12,4
686503,16,14,2
686102,16,11,5
680587,16,10,6
680503,16,13,3
680307,16,9,7
679579,16,11,5
679341,16,11,5
679327,16,13,3
678683,16,12,4
678622,16,11,5
676528,16,15,1
676501,16,11,5
673634,16,13,3
673632,16,13,3
673616,16,13,3
673604,16,13,3
673323,16,14,2
670694,16,16,0
670671,16,14,2
605102,16,9,7
591156,16,11,5
591147,16,14,2
585210,16,15,1
581330,16,16,0
581128,16,14,2
576215,16,15,1
576107,16,12,4
576105,16,13,3
575008,16,4,12
574253,16,11,5
495682,16,13,3
486885,16,9,7
480663,16,15,1
480112,16,13,3
473993,16,13,3
470667,16,12,4
462000,16,7,9
461881,16,12,4
461778,16,15,1
458474,16,13,3
457994,16,16,0
457119,16,11,5
444111,16,14,2
442304,16,14,2
441228,16,14,2
440003,16,14,2
431725,16,14,2
425203,15,15,0
422308,16,13,3
416314,16,16,0
416102,16,14,2
415626,16,15,1
415527,16,16,0
415209,16,16,0
413723,16,16,0
413722,16,13,3
413206,16,15,1
412215,16,14,2
411051,16,3,13
411032,16,9,7
410516,16,16,0
403516,16,14,2
403105,16,16,0
402309,16,14,2
401405,16,14,2
400020,16,6,10
396570,16,14,2
396466,16,15,1
396409,16,14,2
394410,16,15,1
392035,16,13,3
391745,16,15,1
390020,16,11,5
387411,16,8,8
387375,16,13,3
382255,16,16,0
370670,16,16,0
370620,16,14,2
370485,16,16,0
370160,16,15,1
365545,16,15,1
365435,16,14,2
362269,16,10,6
360070,16,12,4
335705,16,14,2
333702,16,6,10
332302,16,11,5
305812,16,11,5
305630,16,14,2
302024,16,0,16
281501,16,13,3
281104,16,7,9
274504,16,4,12
262502,16,13,3
249403,16,7,9
247162,16,7,9
246441,16,13,3
245408,16,10,6
241566,16,12,4
233201,16,3,13
232339,16,12,4
229502,16,12,4
229128,16,16,0
227105,16,14,2
226202,16,6,10
226011,16,4,12
226006,16,10,6
225408,16,10,6
212121,16,1,15
177206,16,15,1
177114,16,13,3
176093,16,14,2
175140,16,16,0
175014,16,14,2
174507,16,15,1
174304,16,11,5
174302,16,14,2
174015,16,14,2
171222,16,13,3
134112,16,7,9
133005,16,5,11
127312,16,13,3
124505,16,11,5
124406,16,11,5
124022,16,7,9
851210,15,10,5
847214,15,8,7
841446,15,13,2
841223,15,15,0
833202,15,15,0
831017,15,6,9
831008,15,10,5
829210,15,7,8
825326,15,12,3
821302,15,9,6
803303,15,12,3
801502,15,8,7
797002,15,10,5
795144,15,14,1
792055,15,11,4
788814,15,15,0
788808,15,12,3
785007,15,11,4
781353,15,10,5
781171,15,5,10
744302,15,14,1
744301,15,15,0
695563,15,12,3
695303,15,11,4
695009,15,7,8
691305,15,9,6
690101,15,9,6
689711,15,13,2
689582,15,9,6
689573,15,13,2
689503,15,14,1
686574,15,13,2
686506,15,11,4
686141,15,10,5
685604,15,12,3
685581,15,12,3
685501,15,11,4
683556,15,9,6
682307,15,8,7
682305,15,8,7
680501,15,7,8
680001,15,13,2
679331,15,10,5
679121,15,12,3
678633,15,12,3
676106,15,12,3
673509,15,12,3
673504,15,10,5
673308,15,13,2
673305,15,6,9
670705,15,13,2
670641,15,15,0
670561,15,9,6
583233,15,12,3
581212,15,10,5
581211,15,13,2
581121,15,13,2
576221,15,14,1
575022,15,8,7
575004,15,7,8
574279,15,12,3
574224,15,13,2
574197,15,14,1
572168,15,12,3
571475,15,13,2
562163,15,13,2
560093,15,6,9
560052,15,5,10
497451,15,5,10
497112,15,15,0
497110,15,14,1
494002,15,14,1
487558,15,13,2
486450,15,14,1
480552,15,15,0
476554,15,10,5
473785,15,15,0
464991,15,12,3
462004,15,3,12
462002,15,6,9
458470,15,9,6
455111,15,9,6
454667,15,14,1
452004,15,9,6
451341,15,15,0
431009,15,4,11
425442,15,14,1
424107,15,13,2
422105,15,10,5
422008,15,12,3
421603,15,13,2
416813,15,15,0
416805,15,15,0
416804,15,12,3
416523,15,15,0
415526,15,13,2
415404,15,13,2
413316,15,13,2
413133,15,10,5
413118,15,12,3
410510,15,15,0
403103,15,15,0
400707,15,8,7
400103,15,4,11
400099,15,7,8
396030,15,14,1
394330,15,14,1
388460,15,13,2
388340,15,10,5
384430,15,15,0
384345,15,13,2
384310,15,15,0
384110,15,13,2
382640,15,13,2
380063,15,3,12
364485,15,12,3
363425,15,15,0
360470,15,11,4
360452,15,15,0
335525,15,9,6
307031,15,14,1
306704,15,12,3
305816,15,9,6
305002,15,5,10
303802,15,13,2
302042,15,8,7
276134,15,4,11
273012,15,6,9
273006,15,7,8
272156,15,13,2
271211,15,12,3
263406,15,15,0
263128,15,15,0
262123,15,12,3
247771,15,9,6
246729,15,10,5
246278,15,13,2
246170,15,15,0
227404,15,3,12
224251,15,12,3
224235,15,4,11
221709,15,14,1
194104,14,8,6
190019,15,9,6
180013,15,6,9
177301,15,12,3
176128,15,12,3
175138,15,13,2
175136,15,12,3
175133,15,15,0
174401,15,13,2
174316,15,11,4
173225,15,13,2
172116,15,14,1
172031,15,12,3
132122,15,10,5
132105,15,11,4
131409,15,12,3
131022,15,14,1
125058,15,12,3
124404,15,12,3
122051,15,8,7
121007,15,3,12
846006,14,12,2
845479,14,14,0
844139,14,12,2
841433,14,10,4
841316,14,12,2
841242,14,13,1
831019,14,8,6
831015,14,5,9
828115,14,13,1
821316,14,10,4
805301,14,4,10
804435,14,14,0
800010,14,8,6
799153,14,14,0
799002,14,14,0
797102,14,11,3
793104,14,8,6
788721,14,7,7
788015,14,10,4
788010,14,11,3
781037,14,5,9
770036,14,14,0
744101,14,8,6
695526,14,12,2
695521,14,8,6
695103,14,8,6
695027,14,7,7
695003,14,3,11
691312,14,12,2
690558,14,7,7
690515,14,10,4
689532,14,10,4
688525,14,10,4
688524,14,11,3
686586,14,13,1
686580,14,11,3
686538,14,10,4
686101,14,12,2
685532,14,13,1
685531,14,9,5
683581,14,9,5
683546,14,11,3
682017,14,4,10
680732,14,8,6
680721,14,11,3
680684,14,11,3
680671,14,9,5
679534,14,11,3
679501,14,12,2
678684,14,10,4
678510,14,10,4
676562,14,8,6
676509,14,13,1
676508,14,13,1
676320,14,8,6
676121,14,12,2
673603,14,12,2
673580,14,12,2
673528,14,13,1
673304,14,8,6
673103,14,12,2
673102,14,13,1
673005,14,8,6
670674,14,12,2
670663,14,13,1
605014,14,10,4
591315,14,10,4
591246,14,9,5
581342,14,12,2
581195,14,13,1
580006,14,9,5
577121,14,13,1
576232,14,13,1
576216,14,9,5
576113,14,13,1
573021,14,5,9
571811,14,12,2
570012,14,6,8
560104,14,2,12
560009,14,10,4
497773,14,9,5
497559,14,9,5
497446,14,8,6
491996,14,11,3
486003,14,8,6
481554,14,12,2
481002,14,12,2
475112,14,7,7
470777,14,13,1
464573,14,6,8
462024,14,4,10
456551,14,8,6
454648,14,12,2
431119,14,13,1
425135,14,11,3
416628,14,14,0
416620,14,14,0
416304,14,11,3
416231,14,14,0
416110,14,12,2
416004,14,7,7
415720,14,12,2
415602,14,14,0
415530,14,13,1
415518,14,12,2
415115,14,13,1
415023,14,14,0
413737,14,12,2
413582,14,13,1
413007,14,13,1
411020,14,12,2
410222,14,10,4
403524,14,14,0
394246,14,13,1
394245,14,14,0
391101,14,8,6
390014,14,8,6
389321,14,14,0
388370,14,13,1
388306,14,11,3
387520,14,14,0
387510,14,13,1
387340,14,14,0
384435,14,11,3
384360,14,14,0
382650,14,11,3
365456,14,13,1
361540,14,11,3
342009,14,0,14
323615,14,5,9
301714,14,9,5
281402,14,9,5
275208,14,6,8
271129,14,10,4
261145,14,3,11
248121,14,6,8
246748,14,9,5
232338,14,8,6
229130,14,12,2
229004,14,10,4
227301,14,6,8
226033,14,0,14
226024,14,2,12
225411,14,12,2
208901,14,8,6
208092,14,3,11
208015,14,2,12
202520,14,11,3
201455,14,3,11
192402,14,13,1
190020,14,9,5
185133,14,12,2
184147,14,12,2
184103,14,13,1
177201,14,12,2
177031,14,14,0
176203,14,11,3
176094,14,11,3
176048,14,9,5
175019,14,8,6
174503,14,14,0
171004,14,12,2
134107,14,10,4
132052,14,6,8
124520,14,9,5
844103,13,7,6
843146,13,6,7
843132,13,9,4
841315,13,13,0
835104,13,6,7
831007,13,7,6
828309,13,8,5
828127,13,5,8
828105,13,6,7
813119,13,13,0
803307,13,13,0
801507,13,13,0
796581,13,10,3
795124,13,11,2
795121,13,11,2
795007,13,12,1
790116,13,10,3
788820,13,10,3
781036,13,7,6
695605,13,10,3
695574,13,9,4
695564,13,9,4
695504,13,7,6
695311,13,10,3
695306,13,8,5
695301,13,6,7
695124,13,10,3
695104,13,8,5
695101,13,8,5
695028,13,7,6
695014,13,7,6
691574,13,9,4
691534,13,11,2
691506,13,10,3
691331,13,9,4
691301,13,8,5
691011,13,6,7
690519,13,10,3
689648,13,9,4
689622,13,9,4
689572,13,11,2
689544,13,10,3
688506,13,11,2
688501,13,10,3
686669,13,11,2
686667,13,10,3
686665,13,11,2
686661,13,8,5
686608,13,11,2
686578,13,11,2
686575,13,6,7
686008,13,10,3
685552,13,10,3
685551,13,10,3
683578,13,6,7
683576,13,8,5
683562,13,8,5
683501,13,5,8
682508,13,9,4
682316,13,9,4
682311,13,10,3
682008,13,9,4
680652,13,7,6
680569,13,11,2
680301,13,11,2
680014,13,9,4
679336,13,11,2
679330,13,10,3
679102,13,9,4
678543,13,10,3
678541,13,8,5
678101,13,7,6
676561,13,10,3
676553,13,11,2
676510,13,8,5
676506,13,11,2
676319,13,7,6
673636,13,9,4
673517,13,12,1
673505,13,10,3
673501,13,9,4
673306,13,11,2
671312,13,8,5
670675,13,11,2
670661,13,12,1
670331,13,9,4
670005,13,7,6
609601,13,7,6
605003,13,7,6
591219,13,11,2
585292,13,8,5
585219,13,11,2
583152,13,13,0
582111,13,12,1
580009,13,8,5
580005,13,10,3
577448,13,10,3
576226,13,11,2
576224,13,13,0
574220,13,11,2
574117,13,9,4
574110,13,12,1
574108,13,13,0
574105,13,10,3
573127,13,13,0
571607,13,9,4
571477,13,8,5
571450,13,13,0
571215,13,10,3
571211,13,10,3
560113,13,1,12
560088,13,5,8
560055,13,6,7
495453,13,12,1
495002,13,9,4
492004,13,10,3
486112,13,10,3
485336,13,7,6
482011,13,8,5
480311,13,12,1
480113,13,10,3
477105,13,10,3
476134,13,12,1
473588,13,11,2
471005,13,12,1
465684,13,7,6
465222,13,11,2
445319,13,10,3
431154,13,10,3
425524,13,13,0
425506,13,11,2
425505,13,12,1
425501,13,12,1
425448,13,10,3
422608,13,10,3
422302,13,12,1
416524,13,13,0
416105,13,11,2
416006,13,12,1
415629,13,13,0
415615,13,13,0
415402,13,13,0
415313,13,10,3
415310,13,13,0
415116,13,12,1
415104,13,13,0
415019,13,13,0
414609,13,12,1
412804,13,11,2
411024,13,6,7
410220,13,13,0
403728,13,13,0
402404,13,12,1
400062,13,12,1
394140,13,10,3
394101,13,3,10
390025,13,3,10
388305,13,12,1
387366,13,13,0
387345,13,11,2
387305,13,13,0
384230,13,13,0
384229,13,10,3
382423,13,9,4
382250,13,13,0
382213,13,7,6
370660,13,13,0
370640,13,13,0
365635,13,13,0
364003,13,6,7
363435,13,10,3
362640,13,12,1
362570,13,11,2
334005,13,7,6
332307,13,9,4
302023,13,1,12
272196,13,10,3
272141,13,12,1
271885,13,6,7
263149,13,5,8
262124,13,6,7
252621,13,8,5
231311,13,3,10
227817,13,4,9
223107,13,8,5
222003,13,6,7
221220,13,5,8
221113,13,7,6
208044,13,2,11
204455,13,5,8
202146,13,7,6
202143,13,11,2
201427,13,6,7
190014,13,8,5
181121,13,5,8
177601,13,10,3
177105,13,11,2
177039,13,12,1
177007,13,11,2
176108,13,12,1
176044,13,10,3
172108,13,10,3
125107,13,10,3
854305,12,7,5
854109,12,1,11
851118,12,9,3
844131,12,11,1
841225,12,11,1
833212,12,12,0
829108,12,6,6
828308,12,9,3
828112,12,6,6
827006,12,2,10
824126,12,12,0
801117,12,12,0
798632,12,12,0
795006,12,6,6
791003,12,10,2
786148,12,8,4
785665,12,9,3
781027,12,7,5
781023,12,6,6
781018,12,7,5
781014,12,7,5
744107,12,8,4
695615,12,9,3
695612,12,8,4
695606,12,10,2
695525,12,9,3
695512,12,6,6
695503,12,7,5
695006,12,4,8
695002,12,7,5
691579,12,6,6
691560,12,10,2
691559,12,10,2
691551,12,9,3
691520,12,11,1
691509,12,9,3
690524,12,8,4
690106,12,10,2
689693,12,9,3
689673,12,10,2
689646,12,9,3
689621,12,9,3
689595,12,10,2
689509,12,11,1
689123,12,9,3
688538,12,6,6
688011,12,9,3
686663,12,10,2
686613,12,10,2
686604,12,11,1
686564,12,12,0
686512,12,9,3
686004,12,9,3
685514,12,10,2
683594,12,8,4
682314,12,8,4
682024,12,8,4
680741,12,11,1
680724,12,9,3
680688,12,9,3
680686,12,9,3
680681,12,10,2
680584,12,9,3
680583,12,5,7
680561,12,9,3
680303,12,7,5
680005,12,8,4
679582,12,7,5
679535,12,11,1
679533,12,9,3
679337,12,11,1
679308,12,9,3
678702,12,8,4
678555,12,9,3
678004,12,8,4
673581,12,10,2
673317,12,11,1
673314,12,9,3
673007,12,7,5
673002,12,8,4
673001,12,9,3
671319,12,8,4
670604,12,11,1
670521,12,12,0
670308,12,7,5
670143,12,10,2
670011,12,10,2
587156,12,8,4
583239,12,7,5
582206,12,10,2
582202,12,12,0
581328,12,11,1
577447,12,12,0
576231,12,10,2
576115,12,7,5
574285,12,8,4
574233,12,12,0
574119,12,8,4
574111,12,10,2
570031,12,7,5
570020,12,6,6
570002,12,7,5
560059,12,5,7
560028,12,4,8
495455,12,10,2
494453,12,10,2
486890,12,5,7
486343,12,7,5
484601,12,12,0
475956,12,12,0
474111,12,9,3
473648,12,11,1
473015,12,8,4
470674,12,9,3
465107,12,8,4
464996,12,8,4
462040,12,0,12
462037,12,4,8
461122,11,11,0
458468,12,9,3
452017,12,2,10
451229,12,11,1
444910,12,11,1
441919,12,11,1
441123,12,4,8
440033,12,8,4
440006,12,5,7
431142,12,11,1
425112,12,11,1
421308,12,8,4
416806,12,9,3
416534,12,11,1
416526,12,12,0
416525,12,11,1
416108,12,11,1
415614,12,12,0
415504,12,12,0
415406,12,9,3
415107,12,12,0
413250,12,12,0
413115,12,9,3
412220,12,9,3
411026,12,4,8
403114,12,12,0
403108,12,10,2
403002,12,8,4
396460,12,10,2
396350,12,11,1
396135,12,10,2
396130,12,10,2
396120,12,10,2
396007,12,12,0
394241,12,0,12
394190,12,4,8
392240,12,7,5
391421,12,10,2
387550,12,12,0
387325,12,7,5
382825,12,7,5
382820,12,11,1
370430,12,8,4
370427,12,8,4
364521,12,12,0
362235,12,9,3
360545,12,10,2
345034,12,10,2
332736,12,7,5
312621,12,12,0
301023,12,7,5
301002,12,4,8
284305,12,6,6
277219,12,12,0
274808,12,9,3
271407,12,11,1
252623,12,9,3
248160,12,6,6
246483,12,11,1
243004,12,3,9
232330,12,8,4
228135,12,12,0
212623,12,7,5
206132,12,5,7
205266,12,6,6
203149,12,2,10
190021,12,5,7
190004,12,6,6
182210,12,10,2
177045,12,10,2
177022,12,9,3
176091,12,9,3
176085,12,10,2
174319,12,10,2
174012,12,9,3
173214,12,8,4
172028,12,11,1
171223,12,11,1
171218,12,12,0
160102,12,5,7
124506,12,9,3
123654,12,10,2
122018,12,3,9
113213,12,4,8
851220,11,11,0
851219,11,10,1
832113,11,8,3
828119,11,5,6
828110,11,5,6
827001,11,5,6
824119,11,9,2
822117,11,10,1
821123,11,11,0
814116,11,10,1
813121,11,10,1
800024,11,4,7
788803,11,7,4
784118,11,10,1
782462,11,9,2
781032,11,10,1
695614,11,7,4
695604,11,9,2
695581,11,3,8
695575,11,7,4
691578,11,7,4
691573,11,6,5
691571,11,6,5
691555,11,8,3
691553,11,9,2
691552,11,8,3
691522,11,10,1
691307,11,7,4
691005,11,5,6
690518,11,8,3
690512,11,5,6
690508,11,9,2
690107,11,9,2
690105,11,10,1
690103,11,9,2
689581,11,7,4
688526,11,8,3
688505,11,8,3
688006,11,5,6
688005,11,8,3
686636,11,8,3
686634,11,8,3
686611,11,10,1
686543,11,9,2
686536,11,8,3
686535,11,9,2
686508,11,8,3
686507,11,6,5
686010,11,6,5
685618,11,10,1
685615,11,10,1
685609,11,9,2
685605,11,9,2
685590,11,9,2
682506,11,8,3
682505,11,7,4
682007,11,9,2
680512,11,5,6
680311,11,9,2
679531,11,8,3
679522,11,9,2
679514,11,11,0
679502,11,9,2
678642,11,8,3
678595,11,8,3
676108,11,8,3
673596,11,8,3
673593,11,7,4
673529,11,10,1
673011,11,8,3
670676,11,9,2
670003,11,9,2
605105,11,4,7
591346,11,10,1
590017,11,8,3
587322,11,9,2
583225,11,8,3
581335,11,10,1
581306,11,9,2
577137,11,10,1
577122,11,10,1
576235,11,11,0
576225,11,10,1
576217,11,7,4
576121,11,8,3
576111,11,7,4
575015,11,5,6
575013,11,7,4
574260,11,8,3
574238,11,10,1
574226,11,7,4
560114,11,3,8
560109,11,3,8
560095,11,1,10
486777,11,6,5
482020,11,4,7
481333,11,9,2
480553,11,8,3
480339,11,11,0
480225,11,11,0
480101,11,10,1
473233,11,9,2
470003,11,4,7
465229,11,8,3
460226,11,9,2
458771,11,9,2
458660,11,6,5
458224,11,7,4
452013,11,0,11
451550,11,8,3
450052,11,11,0
444810,11,7,4
444710,11,10,1
444117,11,8,3
442313,11,10,1
440037,11,2,9
426111,11,11,0
425326,11,7,4
425102,11,9,2
423604,11,10,1
423202,11,10,1
422301,11,7,4
421506,11,8,3
416528,11,11,0
416515,11,10,1
416513,11,11,0
416316,11,8,3
416111,11,10,1
415806,11,10,1
415601,11,11,0
414605,11,10,1
413802,11,10,1
413116,11,9,2
412405,11,10,1
411034,11,7,4
411012,11,6,5
403726,11,8,3
403710,11,10,1
403517,11,11,0
402402,11,9,2
396469,11,10,1
396463,11,8,3
394602,11,7,4
394530,11,9,2
394520,11,7,4
394345,11,7,4
394320,11,9,2
391111,11,9,2
388610,11,11,0
388465,11,10,1
388326,11,8,3
388310,11,8,3
387230,11,8,3
384160,11,10,1
382620,11,6,5
380025,11,8,3
380014,11,2,9
365455,11,9,2
362571,11,11,0
362037,11,3,8
361240,11,10,1
360375,11,6,5
311013,11,10,1
307032,11,10,1
302032,11,2,9
276733,11,11,0
271318,11,3,8
252525,11,9,2
252325,11,4,7
250620,11,8,3
249127,11,8,3
248144,11,4,7
248124,11,11,0
248006,11,2,9
246765,11,8,3
244104,11,8,3
230305,11,5,6
229210,11,8,3
225406,11,10,1
222260,11,0,11
222113,11,7,4
212504,11,8,3
209862,11,7,4
208009,11,5,6
202415,11,7,4
201205,11,5,6
201006,11,3,8
192404,11,10,1
182200,11,9,2
180008,11,5,6
177119,11,8,3
177027,11,8,3
176097,11,8,3
175042,11,9,2
174405,11,8,3
171219,11,9,2
160022,11,6,5
134011,11,8,3
101801,11,0,11
855106,10,10,0
854344,10,10,0
848116,10,10,0
847425,10,1,9
843165,10,10,0
829125,10,4,6
828128,10,5,5
824218,10,10,0
814162,10,7,3
803203,10,8,2
802315,10,10,0
799150,10,8,2
799015,10,9,1
799005,10,8,2
796421,10,6,4
796082,10,7,3
793111,10,5,5
792111,10,9,1
788004,10,8,2
786192,10,7,3
786179,10,8,2
785617,10,7,3
785011,10,9,1
781033,10,5,5
756701,10,10,0
744210,10,10,0
744209,10,10,0
737117,10,8,2
733207,10,10,0
695603,10,8,2
695602,10,8,2
695561,10,7,3
695507,10,7,3
695310,10,8,2
695026,10,3,7
695015,10,6,4
695011,10,5,5
695010,10,5,5
691572,10,6,4
691538,10,8,2
691003,10,6,4
690574,10,7,3
690516,10,7,3
690507,10,7,3
690505,10,9,1
689694,10,6,4
689653,10,8,2
689625,10,9,1
689548,10,10,0
689505,10,7,3
688537,10,7,3
688530,10,8,2
686635,10,8,2
686612,10,8,2
686582,10,9,1
686544,10,9,1
686542,10,9,1
686540,10,8,2
686533,10,7,3
686511,10,9,1
686103,10,6,4
685595,10,9,1
685585,10,7,3
685583,10,8,2
685505,10,7,3
683579,10,8,2
683577,10,7,3
683545,10,8,2
683542,10,6,4
683517,10,9,1
682504,10,9,1
682005,10,6,4
680651,10,4,6
680562,10,8,2
680552,10,9,1
680541,10,9,1
680519,10,6,4
680517,10,7,3
680020,10,7,3
679591,10,7,3
679585,10,6,4
679575,10,8,2
679323,10,9,1
679313,10,6,4
679309,10,8,2
679305,10,8,2
678612,10,6,4
678591,10,6,4
678572,10,8,2
678557,10,6,4
678503,10,6,4
678501,10,7,3
678007,10,5,5
678006,10,5,5
676542,10,5,5
676317,10,7,3
673655,10,7,3
673595,10,8,2
673301,10,8,2
673101,10,6,4
673028,10,5,5
673015,10,6,4
670632,10,8,2
670591,10,9,1
670562,10,9,1
670103,10,7,3
581303,10,8,2
577128,10,6,4
576282,10,8,2
576103,10,5,5
575011,10,6,4
574324,10,9,1
574109,10,8,2
563117,10,5,5
563115,10,4,6
560111,10,3,7
560108,10,5,5
560106,10,2,8
560012,10,5,5
497557,10,5,5
497555,10,3,7
493887,10,8,2
486551,10,10,0
486006,10,7,3
480443,10,7,3
480116,10,7,3
474041,10,9,1
466119,10,7,3
465698,10,7,3
464112,10,9,1
461110,10,10,0
457991,10,10,0
454749,10,7,3
454510,10,1,9
451664,10,10,0
451439,10,9,1
450334,10,9,1
450118,10,9,1
443105,10,9,1
442110,10,10,0
431731,10,8,2
431520,10,8,2
431146,10,10,0
425411,10,9,1
425307,10,9,1
424208,10,10,0
416406,10,9,1
416315,10,10,0
416236,10,8,2
416120,10,10,0
415807,10,10,0
415717,10,9,1
415517,10,9,1
415213,10,10,0
413225,10,10,0
412312,10,8,2
410511,10,8,2
403527,10,9,1
403006,10,9,1
402114,10,10,0
